airport_code,airport_name_en,country_code,airport_name_ar
YSJ,Saint John Airport,CA,مطار سانت جون
APW,Faleolo International Airport,WS,مطار فالولو الدولي
PQQ,Port Macquarie Airport,AU,مطار بورت ماكواري
DLG,Dillingham Airport,US,مطار ديلينجهام
BZN,Bozeman Yellowstone International Airport,US,مطار بوزمان يلوستون الدولي
PSE,Mercedita Airport,PR,مطار مرسيديتا
HUN,Hualien Airport,TW,مطار هوالين
MCW,Mason City Municipal Airport,US,مطار ميسون سيتي مونيسبال 
JHM,Kapalua Airport,US,مطار كابالوا
HON,Huron Regional Airport,US,مطار هورون الإقليمي
SRQ,Sarasota-bradenton International Airport,US,مطار ساراسوتا- برادنتون الدولي
PND,Punta Gorda Airport,BZ,مطار بونتا غوردا
JMS,Jamestown Regional Airport,US,مطار جيمستاون الإقليمي
HOT,Memorial Field Airport,US,مطار ميموريال فيلد
PNQ,Pune Airport,IN,مطار بيون
SHJ,Sharjah International Airport,AE,مطار الشارقة الدولي
CHS,Charleston International Airport,US,مطار تشارلستون الدولي
DEL,Indira Gandhi International Airport,IN,مطار انديرا غاندي الدولي
BSB,Braslia International Airport,BR,مطار برازيليا الدولي
CAN,Guangzhou Baiyun International Airport,CN,مطار قوانغتشو باييون الدولي
IOS,Ilhus Jorge Amado Airport,BR,مطار إلهوس خورخي أمادو
YKF,Region Of Waterloo International Airport,CA, مطار ريجون واترلو الدولي
MRY,Monterey Regional Airport,US,مطار مونتيري الإقليمي
JUV,Upernavik Airport,GL,مطار أوبرنافيك
BDQ,Vadodara Airport,IN,مطار فادودارا
DEN,Denver International Airport,US,مطار دنفر الدولي
PHX,Phoenix Sky Harbor International Airport,US,مطار فينيكس سكاي هاربور الدولي
CLT,Charlotte Douglas International Airport,US,مطار شارلوت دوغلاس الدولي
MRV,Mineralnyye Vody Airport,RU,مطار مينيرالني فودي
FRA,Frankfurt Airport,DE,مطار فرانكفورت
EWR,Newark Liberty International Airport,US,مطار نيوآرك ليبرتي الدولي
ESC,Delta County Airport Esc,US,مطار دلتا كنتري 
CHA,Chattanooga Metropolitan Airport,US,مطار تشاتانوغا متروبوليتان
CYS,Cheyenne Regional Airport,US,مطار شايان الإقليمي
YYC,Calgary International Airport,CA,مطار كالجاري الدولي
ISB,Benazir Bhutto International Airport,PK,مطار بنازير بوتو الدولي
IXA,Agartala Airport,IN,مطار أغارتالا
SAT,San Antonio International Airport,US,مطار سان أنطونيو الدولي
DIU,Diu Airport,IN,مطار ديو
ORD,Ohare International Airport,US,مطار أوهير الدولي
CIC,Chico Municipal Airport,US,مطار شيكو المحلي
MDW,Chicago Midway International Airport,US,مطار شيكاغو ميدواي الدولي
CMH,Port Columbus International Airport,US,مطار بورت كولومبوس الدولي
ROC,Greater Rochester International Airport,US,مطار روتشيستر الدولي
MLA,Malta International Airport,MT,مطار مالطا الدولي
SPD,Saidpur Airport,BD,مطار سيدبور
CTS,New Chitose Airport,JP,مطار شيتوس الجديد
TUS,Tucson International Airport,US,مطار توكسون الدولي
HIB,Range Regional Airport,US,مطار رانج الإقليمي
RSW,Southwest Florida International Airport,US,مطار جنوب غرب فلوريدا الدولي
ELU,Guemar Airport,DZ,مطار غمار
MEM,Memphis International Airport,US,مطار ممفيس الدولي
OKC,Will Rogers World Airport,US,مطار روجرز العالمي
TIP,Tripoli International Airport,LY,مطار طرابلس الدولي
LXA,Lhasa Gonggar Airport,CN,مطار لاسا قونغغار
CAI,Cairo International Airport,EG,مطار القاهرة الدولي
CVG,Cincinnati-northern Kentucky International Airport,US,مطار سينسيناتي شمال كنتاكي الدولي
OGG,Kahului Airport,US,مطار كاهولوي
BIA,Bastia-poretta Airport,FR,مطار باستيا بوريتا
PTY,Tocumen International Airport,PA,مطار توكومين الدولي
ALB,Albany International Airport,US,مطار ألباني الدولي
PIU,Capitn Fap Guillermo Concha Iberico International Airport,PE,مطار كابيتان فاب غييرمو كونتشا إيبيريكو الدولي
OHE,Gu-lian Airport,SA,مطار قو-يان 
SYR,Syracuse Hancock International Airport,US,مطار سيراكيوز هانكوك الدولي
MTR,Los Garzones Airport,CO,مطار لوس غارزونيس
BAH,Bahrain International Airport,BH,مطار البحرين الدولي
KTN,Ketchikan International Airport,US,مطار كيتشيكان الدولي
STM,Maestro Wilson Fonseca Airport,BR,مطار ويلسون مايسترو فونسيكا
PSP,Palm Springs International Airport,US,مطار بالم سبرينغز الدولي
LUK,Cincinnati Municipal Airport,US,مطار سينسيناتي مونيسبال
FWA,Fort Wayne International Airport,US,مطار فورت واين الدولي
CTM,Chetumal International Airport,MX,مطار شيتومال الدولي
ITM,Osaka International Airport,JP,مطار أوساكا الدولي
SZG,Salzburg Airport,AT,مطار سالزبورغ
EBL,Erbil International Airport,IQ,مطار اربيل الدولي
USM,Samui Airport,TH,مطار ساموي
MAO,Eduardo Gomes International Airport,BR,مطار ادواردو غوميز الدولي
YYJ,Victoria International Airport,CA,مطار فيكتوريا الدولي
YLW,Kelowna International Airport,CA,مطار كيلونا الدولي
COS,Colorado Springs Airport,US,مطار كولورادو سبرينغز
OMS,Omsk Central Airport,RU,مطار أومسك المركزي
PUJ,Punta Cana International Airport,DO,مطار بونتا كانا الدولي
KEF,Keflavik International Airport,IS,مطار كيفلافيك الدولي
CSG,Columbus Airport,US,مطار روشستر الدولي
BPL,Alashankou Bole Bortala Airport,CN,مطار ألاشانكو بول بورتالا
AJU,Santa Maria Airport,BR,مطار ماريا سانتا
SPU,Split Airport,HR,مطار روشستر الدولي
RST,Rochester International Airport,US,مطار روشستر الدولي
BCD,Bacolod-silay City International Airport,PH,مطار باكولود-سيلاي سيتي الدولي
EWN,Coastal Carolina Regional Airport,US,مطار كارولينا الساحلية الإقليمي
TAS,Tashkent International Airport,UZ,مطار طشقند الدولي
CUU,General Roberto Fierro Villalobos International Airport,MX,مطار روبرتو فييرو فيلالوبوس الدولي
BZE,Philip S W Goldson International Airport,BZ,مطار فيليب اس دبليو غولدسون الدولي
HAU,Haugesund Airport,NO,مطار هوجيسوند
ELD,South Arkansas Regional Airport At Goodwin Field,US,مطار جنوب ولاية اركنسو الإقليمي في جودوين فيلد
VIX,Eurico De Aguiar Salles Airport,BR,مطار يوريكو دي أغويار ساليس
HLZ,Hamilton International Airport,NZ,مطار هاميلتون الدولي
REG,Reggio Calabria Airport,IT,مطار ريجيو كالابريا
MLM,General Francisco J Mujica International Airport,MX,مطار الجنرال فرانسيسكو جي موجيكا الدولي
LPB,El Alto International Airport,BO,مطار إل ألتو الدولي
KLR,Kalmar Airport,SE,مطار كالمار
BGI,Grantley Adams International Airport,BB,مطار غرانتلي آدمز الدولي
ERI,Erie International Airport Tom Ridge Field,US,مطار إيري الدولي توم ريدج فيلد
LPL,Liverpool John Lennon Airport,GB,0
FLL,Fort Lauderdale-hollywood International Airport,US,مطار فورت لودرديل هوليوود الدولي
MHK,Manhattan Regional Airport,US,مطار مانهاتن الإقليمي
SLW,Plan De Guadalupe International Airport,MX,مطار بلان دي غوادالوبي الدولي
YRL,Red Lake Airport,CA,مطار ريد ليك 
LLW,Lilongwe International Airport,MW,مطار ليلونغوي الدولي
YFC,Fredericton International Airport,CA,مطار فريدريكتون الدولي
GPZ,Grand Rapids - Itasca County Airport,US,غراند رابيدز - مطار مقاطعة إيتاسكا
EXT,Exeter International Airport,GB,مطار إكسيتر الدولي
SUV,Nausori International Airport,FJ,مطار ناوسوري الدولي
DTM,Dortmund Airport,DE,مطار دورتموند
LNY,Lanai Airport,US,مطار لاناي
MIR,Monastir Habib Bourguiba International Airport,TN,مطار منستير حبيب بورقيبة الدولي
LTO,Loreto International Airport,MX,مطار لوريتو الدولي
YBL,Campbell River Airport,CA,مطار كامبل ريفر
INL,Falls International Airport,US,مطار فالس الدولي
PXM,Puerto Escondido International Airport,MX,مطار بويرتو إسكونديدو الدولي
GPT,Gulfport-biloxi International Airport,US,مطار غولفورت-بيلوكسي الدولي
BLA,Generl Jos Antonio Anzotegui International Airport,VE,مطار جوس أنطونيو أنزوتيغوي الدولي
YQK,Kenora Airport,CA,مطار كينورا
GUC,Gunnison-crested Butte Regional Airport,US,مطار غونيسون-كريستد بوت الإقليمي
APN,Alpena County Regional Airport,US,مطار مقاطعة ألبينا الإقليمي
MKC,Charles B Wheeler Downtown Airport,US,مطار تشارلز بي ويلر داون تاون
BKW,Raleigh County Memorial Airport,US,مطار رالي التذكاري
GDT,Jags Mccartney International Airport,TC,مطار جاغس مكارتني الدولي
PXO,Porto Santo Airport,PT,مطار بورتو سانتو
AHN,Athens Ben Epps Airport,US,مطار أثينا بن إبس
YHI,Ulukhaktok-holman Airport,CA,مطار أولوكاكتوك-هولمان
HGR,Hagerstown Regional Airport,US,مطار هاجرستاون الإقليمي
CZE,Josc Leonardo Chirinos Airport,VE,مطار جوس ليوناردو شيرينوس
DDC,Dodge City Regional Airport,US,مطار دودج سيتي الإقليمي
POA,Salgado Filho International Airport,BR,مطار سالغادو فيلهو الدولي
MCZ,Zumbi Dos Palmares International Airport,BR,مطار زومبي دوس بالماريس الدولي
GIG,Rio De Janeiro-galeo International Airport,BR,مطار ريو دي جانيرو-غاليو الدولي
SSA,Deputado Lus Eduardo Magalhes International Airport,BR,مطار ديبواردو لوس إدواردو ماغالهيس الدولي
GRU,So Paulo-guarulhos International Airport,BR, مطار سو باولو غوارولهوس الدولي
YXX,Abbotsford International Airport,CA,مطار أبوتسفورد الدولي
PHF,Newport News-williamsburg International Airport,US,مطار نيوبورت نيوز-ويليامزبورغ الدولي
ONG,Mornington Island Airport,AU,مطار مورنينغتون
REC,Recife-guararapes-gilberto Freyre International Airport,BR,مطار ريسيفي-غوارارابيس-جيلبرتو فريير الدولي
LFR,La Fria Airport,VE,مطار لا فريا
HVR,Havre City-county Airport,US,مطار هافر سيتي-كونتي
DIJ,Dijon Bourgogne Airport,FR,مطار ديجون بورغوغن
VGO,Vigo-peinador Airport,ES,مطار فيغو-بينادور 
BCN,Barcelona-el Prat Airport,ES,مطار برشلونة-إل برات
UIP,Quimper - Cornouaille Airport,FR,مطار كيمبر كورنويل
CBQ,Margaret Ekpo International Airport,NG,مطار مارجريت إيكبو الدولي
LBA,Leeds Bradford International Airport,GB,مطار ليدز برادفورد الدولي
ALA,Almaty International Airport,KZ,مطار ألماتي الدولي
TCQ,Coronel Fap Carlos Ciriani Santa Rosa International Airport,PE,مطار كورونيل فاب كارلوس سيرياني سانتا روزا الدولي
TRS,Trieste - Friuli Venezia Giulia Airport,IT,مطار ترييست - فريولي فينيزيا جوليا 
SXF,Berlin Schnefeld Airport,DE,مطار برلين سنيفيلد
AGP,Mlaga Airport,ES,مطار مالاغا
CGY,Laguindingan International Airport,PH,مطار لاغويندينغان الدولي
OTP,Henri Coand International Airport,RO,مطار هنري كواند الدولي
PVR,Licenciado Gustavo Daz Ordaz International Airport,MX,مطار ليسنسيادو  غوستافو داز أورداز الدولي
KJA,Yemelyanovo International Airport,RU,مطار يمليانوفو الدولي
BTS,Bratislava Airport,SK,مطار براتيسلافا
HNH,Hoonah Airport,US,مطار هوناه
OPO,Francisco De S Carneiro Airport,PT,مطار فرانسيسكو دي اس كارنيرو
LYR,Svalbard Airport,NO,مطار سفالبارد
HAD,Halmstad City Airport,SE,مطار هالمستاد سيتي
HDN,Yampa Valley Airport,US,مطار يامبا فالي
ZNZ,Abeid Amani Karume International Airport,TZ,مطار عبيد أماني كرومي الدولي
AEX,Alexandria International Airport Louisiana,US,مطار الإسكندرية الدولي لويزيانا
CAK,Akron-canton Airport,US,مطار أكرون-كانتون
AOO,Altoona-blair County Airport,US,مطار ألتونا بلير كاونتي
ATW,Outagamie County Regional Airport,US,مطار أوتاغامي كاونتي الإقليمي
AUS,Austin-bergstrom International Airport,US,مطار أوستن-بيرغستروم الدولي
DLM,Dalaman Airport,TR,مطار دالامان
BOI,Boise Airport,US,مطار بويز
TFN,Tenerife Norte Airport,ES,مطار تينيريفي نورتي
ARN,Stockholm Arlanda Airport,SE,مطار ستوكهولم أرلاندا
DME,Domodedovo International Airport,RU,مطار دوموديدوفو الدولي
TBN,Waynesville-st Robert Regional Airport,US,مطار وينزفيل سانت روبرت الإقليمي
CLL,Easterwood Airport,US,مطار إيستيروود
HRO,Boone County Airport Arkansas,US, مطار بوون كاونتي أركنساس
DFW,Dallas-fort Worth International Airport,US,0
YSY,Sachs Harbour David Nasogaluak Jr Saaryuaq Airport,CA,مطارساشس هاربور ديفيد ناسوجالواك جي ار ساريوق
POB,Pope Army Airfield Airport,US,مطار بوب ارمي ايرفيلد
FRD,Friday Harbor Airport,US,مطار فرايداي هاربور
GSP,Greenville-spartanburg International Airport,US,مطار غرينفيل-سبارتانبورغ الدولي
MFE,Mcallen-miller International Airport,US,مطار مكالين ميلر الدولي
LOH,Camilo Ponce Enriquez Airport,EC,مطار كاميلو بونس إنريكيز
RKD,Knox County Regional Airport,US,مطار  نوكس  كاونتي الإقليمي
PGH,Pantnagar Airport,IN,مطار بانثناغار
STS,Charles M Schulz-sonoma County Airport,US,مطار تشارلز ام شولز-سونوما كاونتي
CPX,Benjamin Rivera Noriega Airport,PR,مطار بنجامين ريفيرا نوريغا
HOU,William P Hobby Airport,US,مطار ويليام بي هوبي
GUR,Gurney Airport,PG,مطار غورني
HTS,Tri-state Airport,US,مطار تري-ستات 
HSV,Huntsville International Airport,US,مطار هانتسفيل الدولي
QRW,Warri Airport,FJ,مطار واري
AZA,Phoenix-mesa Gateway Airport,US,مطار فينيكس-ميسا غيتيواي
PVC,Provincetown Municipal Airport,US,0
AZI,Bateen Airport,AE,مطار باتين
BOM,Chhatrapati Shivaji International Airport,IN,مطار تشاتراباتي شيفاجي الدولي
LHR,London Heathrow Airport,GB,مطار لندن هيثرو
LTN,Luton Airport,GB,مطار لوتون
HYD,Rajiv Gandhi International Airport,IN,مطار راجيف غاندي الدولي
PTH,Port Heiden Airport,US,مطار بورت هايدن
WNZ,Wenzhou Yongqiang Airport,CN,مطار ونتشو يونغ تشيانغ
FLS,Flinders Island Airport,AU,مطار فليندرس إيلاند
SNA,John Wayne Airport,US,مطار جون واين
HYA,Barnstable Municipal Airport,US,مطار بارنستابل مونيسبال 
RUT,Rutland Southern Vermont Regional Airport,US,مطار روتلاند سوثرن فيرمونت الإقليمي
MKL,Mckellar-sipes Regional Airport,US,مطار مكيلار-سيبيس الإقليمي
AMS,Amsterdam Airport Schiphol,NL,مطار سخيبول أمستردام
BPM,Begumpet Airport,IN,مطار بيغومبيت
LKO,Chaudhary Charan Singh International Airport,IN,مطار تشودري تشاران سينغ الدولي
BBI,Biju Patnaik Airport,IN,مطار بيجو باتنايك
ISP,Long Island Macarthur Airport,US,مطار لونغ آيلاند ماكارثور
CJB,Coimbatore International Airport,IN,مطار كويمباتور الدولي
JST,Johnstown-cambria County Airport,US,مطار جونستون-كامبريا كاونتي
AZO,Kalamazoo-battle Creek International Airport,US,مطار كالامازو-باتل كريك الدولي
SMF,Sacramento International Airport,US,مطار ساكرامنتو الدولي
VIE,Vienna International Airport,AT,مطار فيينا الدولي
AOG,Anshan Air Base,CN,القاعدة الجوية آنشان
SXR,Sheikh Ul Alam Airport,IN,مطار شيخ العلام
IXJ,Jammu Airport,IN,مطار جامو
ATQ,Sri Guru Ram Dass Jee International Airport,IN,مطار سري جورو رام داس جي الدولي
MIA,Miami International Airport,US,مطار ميامي الدولي
RNL,Rennell-tingoa Airport,SB,مطار رينيل-تينغوا
EAR,Kearney Regional Airport,US,مطار كيرني الإقليمي
PHL,Philadelphia International Airport,US,مطار فيلادلفيا الدولي
IXM,Madurai Airport,IN,مطار مادوراي
LIS,Lisbon Portela Airport,PT,مطار بورتيلا لشبونة
IGM,Kingman Airport Arizona,US,مطار كينغمان أريزونا
CLE,Cleveland Hopkins International Airport,US,مطار كليفلاند هوبكنز الدولي
SBP,San Luis County Regional Airport,US,مطار سان لويس كاونتي الإقليمي
BSL,Euroairport Basel-mulhouse-freiburg Airport,CH,مطار يوروب إيربورت باسل-مولهوس-فريبورغ
CGO,Xinzheng Airport,CN,مطار شينتشنغ
PAT,Lok Nayak Jayaprakash Airport,IN,مطار لوك ناياك جايابراكاش
DLC,Zhoushuizi Airport,CN,مطار تشوشويزي
MSY,Louis Armstrong New Orleans International Airport,US,مطار لويس ارمسترونج  نيو اورليانز الدولي
ZHA,Zhanjiang Airport,CN,مطار تشانجيانغ
GRK,Killeen-fort Hood Regional Airport,US,مطار كيلين فورت هود الإقليمي
KWE,Longdongbao Airport,CN,مطار لونغدونغباو
HJR,Khajuraho Airport,IN,مطار خاجوراهو
GAY,Gaya Airport,IN,مطار غايا
SVO,Sheremetyevo International Airport,RU,مطار شيريميتيفو الدولي
HBX,Hubli Airport,IN,مطار هوبلي
SYX,Sanya Phoenix International Airport,CN,مطار سانيا  فينيكس الدولي
KOA,Kona International Airport,US,مطار كونا الدولي
TSN,Tianjin Binhai International Airport,CN,مطار تيانجين بينهاي الدولي
IXU,Aurangabad Airport,IN,مطار أورانجاباد
IBZ,Ibiza Airport,ES,مطار إيبيزا
LSE,La Crosse Regional Airport,US,مطار لا كروس الإقليمي
ADA,Adana Airport,TR,مطار أضنة
MKE,General Mitchell International Airport,US,مطار ميتشل الدولي
LNS,Lancaster Airport Pennsylvania,US,مطار لانكستر، بنسيلفانيا
IXD,Allahabad Airport,IN,مطار ألهباد
DMU,Dimapur Airport,IN,مطار ديمابور
JGA,Jamnagar Airport,IN,مطار جمناجار
VSA,Carlos Rovirosa Pcrez International Airport,MX,مطار كارلوس روفيروسا بكريز الدولي
AGX,Agatti Airport,IN,مطار اغاتي
SHL,Shillong Airport,IN,مطار شيلونج
GWL,Gwalior Airport,IN,مطار جواليور
ANC,Ted Stevens Anchorage International Airport,US,مطار تيد ستيفنز أنكوراج الدولي
BQK,Brunswick Golden Isles Airport,US,مطار بونزويك غولدين ايسليس
TIR,Tirupati Airport,IN,مطار تيروباتي
INC,Yinchuan Airport,CN,مطار ينتشوان
LAN,Capital Region International Airport,US,مطار منطقة العاصمة العالمية 
STR,Stuttgart Airport,DE,مطار شتوتغارت
WAW,Warsaw Chopin Airport,PL,مطار وارسو شوبان
DUB,Dublin Airport,IE,مطار دبلن
BLD,Boulder City Municipal Airport,US,مطار مدينة بولدر البلدية
HAJ,Hannover Airport,DE,مطار هانوفر
ASR,Kayseri Erkilet Airport,TR,مطار قيصري ايركليت
SWA,Shantou Waisha Airport,CN,مطار شهانتوا وايشها
IAH,George Bush Intercontinental Airport,US,مطار جورج بوش الدولي
KNO,Medan-kuala Namu International Airport,UG,مطار ميدان-كوالا نامو الدولي
SCQ,Santiago De Compostela Airport,ES,مطار سانتياغو دي كومبوستيلا
WUX,Sunan Shuofang International Airport,CN,مطار سونان شوفانغ الدولي
AJR,Arvidsjaur Airport,SE,مطار ارفيدسجاور
HGH,Hangzhou Xiaoshan International Airport,CN,مطار هانغتشو شياوشان الدولى
ROK,Rockhampton Airport,AU,مطار روكهامبتون
ECN,Ercan International Airport,CY,مطار ارجان الدولي
LAW,Lawton-fort Sill Regional Airport,US,مطار لوتون فورت سيل الإقليمي
LIT,Clinton National Airport,US,مطار كلينتون الوطني
KZN,Kazan International Airport,RU,مطار قازان الدولي
GEG,Spokane International Airport,US,مطار سبوكان الدولي
YRJ,Roberval Airport,CA,مطار روبرفال
VAI,Vanimo Airport,PG,مطار فانيمو
UFA,Ufa International Airport,RU,مطار اوفا الدولي
CWA,Central Wisconsin Airport,US,مطار ولاية ويسكونسن الوسطى
OKA,Naha Airport,JP,مطار ناها
MRS,Marseille Provence Airport,FR,مطار مرسيليا بروفانس
LGB,Long Beach Airport,US,مطار لونغ بيتش
LIR,Daniel Oduber Quiros International Airport,CR,مطار دانييل أودوبر كويروس الدولي
SJO,Juan Santamara International Airport,CR,مطار خوان سانتامارا الدولي
ZAG,Zagreb Airport,HR,مطار زغرب
SIP,Simferopol International Airport,UA,مطار سيمفيروبول الدولي
SJD,Los Cabos International Airport,MX,مطار لوس كابوس الدولي
PKB,Mid-ohio Valley Regional Airport,US,مطار ميد-اوهاويو فالي الاقليمي
WMK,Meyers Chuck Seaplane Base,US,قاعده مايرز تشاك سيبلين
TRU,Capitan Fap Carlos Martinez De Pinillos International Airport,PE,مطار كابيتان يندرج كارلوس مارتينيز دي بينيلوس الدولي
MOD,Modesto City-county Airport,US,مطار موديستو ستي-كنتري
CJU,Jeju International Airport,KR,مطار جيجو
LYH,Lynchburg Regional Airport,US,مطار ينشبورغ الإقليمي
BRC,San Carlos De Bariloche Airport,AR,مطار سان كارلوس دي باريلوتشي
MBL,Manistee County Blacker Airport,US,مطار مانيستي كنتري بلاكر
MSP,Minneapolis-saint Paul International Airport,US,مطار منيابوليس سانت بول الدولي
HVN,Tweed New Haven Regional Airport,US,مطار تويد نيو هافن الإقليمي
CAE,Columbia Metropolitan Airport,US,مطار كولومبيا متروبوليتان
RJH,Shah Mokhdum Airport,BD,مطار شاه مخدوم
NGU,Naval Station Norfolk,US,محطة نورفولك البحرية
MSE,Kent International Airport,GB,مطار كينت الدولي
YXE,Saskatoon John G Diefenbaker International Airport,CA,مطار ساسكاتون جون جي ديفينباكير الدولي
LIH,Lihue Airport,US,مطار ليهو
GRB,Austin Straubel International Airport,US,مطار أوستن ستريبيل الدولية
KIJ,Niigata Airport,JP,مطار نيجاتا
CRP,Corpus Christi International Airport,US,مطار كوربوس كريستي الدولية
ZQN,Queenstown International Airport,NZ,المطار كوينزتاون الدولية
OAK,Oakland International Airport,US,مطار أوكلاند الدولي
NTE,Nantes Atlantique Airport,FR,مطار نانت
BLL,Billund Airport,DK,مطار بيلوند
JNU,Juneau International Airport,US,مطار جونو الدولي
MHD,Mashhad International Airport,IR,مطار مشهد الدولي
GMP,Gimpo International Airport,KR,مطار كيمبو الدولي
ECP,Northwest Florida Beaches International Airport,US,مطار شواطئ فلوريدا الشمال غربيه الدولي
FNT,Bishop International Airport,US,مطار أسقف الدولية
FOC,Fuzhou Changle International Airport,CN,مطار فوتشو تشانغله الدولي
OGS,Ogdensburg International Airport,US,مطار أوجدينسبيرغ الدولية
CUZ,Alejandro Velasco Astete International Airport,PE,مطار اليخاندرو فيلاسكو أستيتي الدولي
DUR,King Shaka International Airport,ZA,مطار الملك شاكا الدولي
GIS,Gisborne Airport,NZ,مطار جيسبورن
VRA,Juan Gualberto Gomez International Airport,CU,مطار خوان غوميز غوالبيرتو الدولي
PSC,Tri-cities Airport Washington,US,ثلاثي المدن مطار واشنطن
SOJ,Srkjosen Airport,NO,مطار سركجوسين
PEN,Penang International Airport,MY,مطار بينانغ الدولي
ADZ,Gustavo Rojas Pinilla International Airport,CO,مطار غوستافو روجاس بينيلا الدولي
SUB,Juanda International Airport,ID,مطار جواندا الدولي
BFS,Belfast International Airport,GB,مطار بلفاست الدولي
AAL,Aalborg Airport,DK,مطار البورغ
KRS,Kristiansand Airport,NO,مطار كريستيانساند
HID,Horn Island Airport,AU,مطار جزيرة القرن
DMM,King Fahd International Airport,SA,مطار الملك فهد الدولي
SDJ,Sendai Airport,JP,مطار سينداي
BAQ,Ernesto Cortissoz International Airport,CO,مطار إرنستو كورتيسوز الدولي
PIA,General Wayne A Downing Peoria International Airport,US,مطار الجنرال واين اي داوننغ بويرا الدولي
USH,Malvinas Argentinas Airport,AR,مطار مالفيناس الأرجنتين
GNV,Gainesville Regional Airport,US,مطار غاينيسفيل الإقليمي
RGN,Yangon International Airport,MM,مطار يانجون الدولى
CEK,Chelyabinsk Balandino Airport,RU,مطار تشيليابينسك بالاندينو
PNS,Pensacola International Airport,US,مطار بينساكولا الدولي
VTE,Wattay International Airport,LA,مطار واتاي الدولي
BIS,Bismarck Municipal Airport,US,مطار بسمارك البلدية
PQI,Northern Maine Regional Airport,US,مطار ماين الشماليه الاقليمي
PNP,Girua Airport,PG,مطار جيروا
MKY,Mackay Airport,AU,مطار ماكاي
LST,Launceston Airport,AU,مطار نسيستون
CRW,Yeager Airport,US,مطار ييغر
SID,Am-lcar Cabral International Airport,CV,مطار ام-اكار كابرال الدولي
PDP,Capitan Corbeta Ca Curbelo International Airport,UY,مطار كابيتان كوربيتا كا كوربيلو الدولي
LPQ,Luang Phabang International Airport,LA,مطار لوانغ بابانغ الدولي
LUM,Mangshi Airport,CN,مطار مانغشي
ABX,Albury Airport,AU,مطار البوري
LBB,Lubbock Preston Smith International Airport,US,مطار لوبوك سميث الدولي
SXB,Strasbourg Airport,FR,مطار ستراسبورغ
KMI,Miyazaki Airport,JP,مطار ميازاكي
KHH,Kaohsiung International Airport,TW,مطار كاوشيونغ الدولي
KUF,Kurumoch International Airport,RU,مطار كوروموك الدولي
LRD,Laredo International Airport,US,مطار لاريدو الدولي
HIJ,Hiroshima Airport,JP,مطار هيروشيما
PUB,Pueblo Memorial Airport,US,مطار بويبلو التذكاري
OUD,Angads Airport,MA,مطار أنجادز
HRL,Valley International Airport,US,مطار فالي الدولي
LNZ,Linz Airport,AT,مطار لينز
PUW,Pullman-moscow Regional Airport,US,مطار بولمان لموسكو الإقليمي
GFK,Grand Forks International Airport,US,مطار غراند فوركس الدولي
ITO,Hilo International Airport,US,مطار هيلو الدولي
SYY,Stornoway Airport,GB,مطار ستورنووي
OIT,Oita Airport,JP,مطار اويتا
ROA,Roanoke Regional Airport,US,مطار رونوك الاقليمي
IVL,Ivalo Airport,FI,مطار إيفالو
RKS,Rock Springs - Sweetwater County Airport,US,مطار مقاطعه روك سبرينغز - سويتووتر 
TAM,General Francisco Javier Mina International Airport,MX,مطار الجنرال فرانسيسكو خافيير مينا الدولي
WDH,Hosea Kutako International Airport,NA,مطار ويندهوك الدولي
NSN,Nelson Airport,NZ,مطار نيلسون
ROW,Roswell International Airport,US,مطار روزويل الدولية
SVJ,Svolvr Helle Airport,NO,مطار سفولفر هيلي
DLA,Douala International Airport,CM,مطار دوالا الدولي
RNB,Ronneby Airport,SE,مطار رونيبي 
NIM,Diori Hamani International Airport,NE,مطار ديوري حماني الدولية
KGL,Kigali International Airport,RW,مطار كيغالي الدولي
WRE,Whangarei Airport,NZ,ماري انجاري 
HFT,Hammerfest Airport,NO,مطار هامرفيست
NHV,Nuku Hiva Airport,PF,مطار نوكو هيفا
GTF,Great Falls International Airport,US,مطار غريت فولز الدولي
GRX,Federico Garca Lorca Airport,ES,مطار فيديريكو غارسيا لوركا
ZSE,Pierrefonds Airport,RE,مطار بيريفوندز
SBY,Salisbury-ocean City-wicomico Regional Airport,US,مطار سالزابوري-اويشين سيتي-ويكوميكو الاقليمي
MLB,Melbourne International Airport,US,مطار ملبورن الدولي
HLN,Helena Regional Airport,US,مطار هيلينا الاقليمي
ODS,Odessa International Airport,UA,مطار أوديسا الدولي
MYY,Miri Airport,MY,مطار ميري
CMI,University Of Illinois Willard Airport,US,مطار جامعه الينوي ويلارد
CUC,Camilo Daza International Airport,CO,مطار كاميلو دزه الدولية
CLD,Mcclellan-palomar Airport,US,مطار ماكليلان-بالومار
MTJ,Montrose Regional Airport,US,مطار مونتروز الإقليمي
HKD,Hakodate Airport,JP,مطار هاكوداته
NAQ,Qaanaaq Airport,GL,مطار كاناك
SJC,San Jose International Airport,US,مطار سان خوسيه الدولي
SAF,Santa Fe Municipal Airport,US,مطار سانتا في البلدية
XRY,Jerez Airport,ES,ماطار جيريز
RFP,Raiatea Airport,PF,مطار راياتيا
DHN,Dothan Regional Airport,US,مطار دوثان الإقليمي
LVI,Livingstone Airport,ZM,مطار ليفينغستون
OUA,Ouagadougou Airport,BF,مطار اوغادوغو
KUO,Kuopio Airport,FI,مطار كوبيو
SPI,Abraham Lincoln Capital Airport,US,مطار إبراهام لينكولن كابيتال
QUP,Saqqaq Heliport,GL,سقاق
JHB,Senai International Airport,MY,مطار سيناي الدولية
