airport_code,city_code,airport_name,address_en,webisite,phone
LNZ,LNZ,Linz Airport,"""Flughafenstrabe 1",http://www.bluedanubeairport.com/www/cm/de/index.html,(+43)/7221/600-0
BKC,BET,Buckland Airport,,,
BOD,BOD,Bordeaux-mrignac Airport,"""Avenue Rene Cassin",http://www.bordeaux.aeroport.fr/en,(+33) 5 56 34 50 50
IYK,IYK,Inyokern Airport,"""1669 Airport Road",http://www.inyokernairport.com/,(+1) 760-377-5844
GLV,GAL,Golovin Airport,,,
OBU,KNW,Kobuk Airport,,,
OAX,OAX,Xoxocotln International Airport,"""Carretera Oaxaca-Puerto Angel Km 7.5",,(+52) 951 511 5088
YVZ,YVZ,Deer Lake Airport,,,
ABL,FAI,Ambler Airport,,,
YOG,YOG,Ogoki Post Airport,,,
RDB,CDV,Red Dog Airport,,,
PMW,PMW,Brigadeiro Lysias Rodrigues Airport,,,
NAO,NAO,Nanchong Airport,,,
MBS,MBS,Mbs International Airport,"""8500 Garfield Rd",http://www.mbsairport.org/,(+1) 989-695-5555
KSU,KSU,Kristiansund Airport Kvernberget,"""Avinor",http://www.avinor.no/en/airport/kristiansund,(+47) 67 03 24 00
JMK,JMK,Mykonos Island National Airport,"""Mikonos 846 00",,NA
LCA,LCA,Larnaca International Airport,"""Larnaca",http://www.larnaca-airport.info/,NA
RMT,PPT,Rimatara Airport,,,
XSC,XSC,South Caicos Airport,"""South Caicos and East Caicos",,NA
OWB,OWB,Owensboro-daviess County Regional Airport,"""2200 Airport Rd",http://www.owb.net/,(+1) 270-685-4179
TLH,TLH,Tallahassee Regional Airport,"""3300 Capital Cir SW",http://www.talgov.com/airport/airporthome.aspx,(+1) 850-891-7800
PKU,PKU,Sultan Syarif Qasim Ii International Airport,"""Jalan Khaharudin Nasution Simpang Tiga Pekan Baru",,NA
PBG,PBG,Plattsburgh International Airport,,,
IAN,IGG,Bob Baker Memorial Airport,,,
MEX,MEX,Benito Jurez International Airport,"""Capitan Carlos León S/N",,(+52) 55 2482 2400
AMD,AMD,Sardar Vallabhbhai Patel International Airport,"""Airport Director",http://www.aai.aero/allAirports/ahmedabad_generalinfo.jsp,91-79-2286 9211
LWN,LWN,Gyumri Shirak Airport,,,
ACX,YBP,Xingyi Airport,,,
HRB,HRB,Taiping Airport,,,
KHG,KHG,Kashgar Airport,,,
BPX,BPX,Qamdo Bangda Airport,,,
EUN,EUN,Hassan I Airport,"""Laayoune",,(+212) 5288-93791
BUZ,BUZ,Bushehr Airport,,,
KKR,KKR,Kaukura Airport,,,
YXP,YXP,Pangnirtung Airport,,,
SNP,SNP,St Paul Island Airport,,,
IGG,IGG,Igiugig Airport,,,
WAA,ILI,Wales Airport,,,
HAS,HAS,Hail Airport,,,
SVA,SVA,Savoonga Airport,,,
KSM,KSM,St Marys Airport,,,
YZP,YZP,Sandspit Airport,,,
YWP,YWP,Webequie Airport,,,
TOG,TOG,Togiak Airport,,,
TCZ,NAO,Tengchong Tuofeng Airport,,,
KCH,KCH,Kuching International Airport,"""Jalan Lapangan Terbang",,(+60) 82-454 242
TRC,TRC,Francisco Sarabia International Airport,"""Carretera Torreon San Pedro km. 9",http://www.oma.aero/es/aeropuertos/,(+52) 871 478 7000
MDU,HGU,Mendi Airport,,,
FIH,FIH,Ndjili Airport,"""Kinshasa",,NA
TLE,TLE,Toliara Airport,,,
AEY,AEY,Akureyri Airport,,,
DND,DND,Dundee Airport,,,
TLJ,TLJ,Tatalina Lrrs Airport,,,
SHX,HOM,Shageluk Airport,,,
KFP,JNU,False Pass Airport,,,
AUK,ATK,Alakanuk Airport,,,
YQM,YQM,Greater Moncton International Airport,"""777 Aviation Ave",http://www.cyqm.ca/en/home/default.aspx,(+1) 506-856-5444
YYD,YYD,Smithers Airport,,,
BDH,BDH,Bandar Lengeh Airport,,,
ZEM,ZEM,Eastmain River Airport,,,
TMP,TMP,Tampere-pirkkala Airport,"""Tornikaari 50",https://www.finavia.fi/en/tampere-pirkkala/,(+358) 20 7085521
CXI,CXI,Cassidy International Airport,,,
BEY,BEY,Beirut-rafic Hariri International Airport,"""Khalde",http://www.beirutairport.gov.lb/index.php,(+7) (727) 270-33-85
NIP,JAX,Naval Air Station Jacksonville Airport,"""FL 32212",http://www.cnic.navy.mil/regions/cnrse/installations/nas_jacksonville.html,(011)-39-081-568-4722
SXK,SMQ,Saumlaki-olilit Airport,,,
PPG,PPG,Pago Pago International Airport,"""Tafuna",,(+1) (0)684 699 9101
LXR,LXR,Luxor International Airport,Egyptian Airport Company,http://www.luxor-airport.com/,NA
UDI,UDI,Ten Cel Aviador Ccsar Bombonato Airport,,,
PAZ,PAZ,El Tajn National Airport,"""Carretera Mexico-Tuxpan Km. 8",,(+52) 782 822 2119
CLP,AET,Clarks Point Airport,,,
KKJ,KKJ,Kitakysh Airport,,,
KUL,KUL,Kuala Lumpur International Airport,"""Malaysia Airports Holdings Berhad",http://www.klia.com.my/,(+60) 3-8777 8888
WSN,AET,South Naknek Nr 2 Airport,,,
ODO,IKT,Bodaybo Airport,,,
AJL,AJL,Lengpui Airport,"""A.G.M (AERO)",http://www.aai.aero/allAirports/lengpui.jsp,91-389-2573233
SKT,SKT,Sialkot Airport,,,
YIN,YIN,Yining Airport,,,
KRY,KRY,Karamay Airport,,,
BLI,BLI,Bellingham International Airport,"""4255 Mitchell Way",http://www.portofbellingham.com/index.aspx?nid=82,(+1) 360-671-5674
YIH,YIH,Yichang Airport,,,
KLU,KLU,Klagenfurt Airport,"""Flughafenstrabe 60-64",http://www.klagenfurt-airport.at/,(+43)-(0)463-41500-225
GLK,GLK,Galcaio Airport,,,
PIP,PTU,Pilot Point Airport,"""Pilot Point",,
PUW,PUW,Pullman-moscow Regional Airport,"""3200 Airport Rd",http://www.pullman-wa.gov/airport/,(+1) 509-338-3223
ASM,ASM,Asmara International Airport,"""Hday St",,NA
KNH,KNH,Kinmen Airport,,,
RDD,RDD,Redding Municipal Airport,"""6751 Woodrum Cir",,(+1) 530-224-4320
URJ,URJ,Uray Airport,,,
MSA,MSA,Muskrat Dam Airport,,,
KHS,KHS,Khasab Air Base,,,
UBJ,UBJ,Yamaguchi Ube Airport,,,
TNN,TNN,Tainan Airport,,,
MMJ,MMJ,Matsumoto Airport,,,
TTT,TTT,Taitung Airport,,,
LCH,LCH,Lake Charles Regional Airport,"""500 Airport Blvd #104",http://www.flylakecharles.com/,(+1) 337-477-6051
GPA,GPA,Araxos Airport,,,
TJU,DYU,Kulob Airport,,,
ERZ,ERZ,Erzurum International Airport,,,
GLN,ILZ,Goulimime Airport,,,
HDS,HDS,Hoedspruit Air Force Base Airport,,,
EBB,EBB,Entebbe International Airport,"""5536 Kampala Rd",http://entebbe-airport.com/,(+256) 0 41 43530000
PIP,PIP,Pilot Point Airport,"""Pilot Point",,NA
CHS,CHS,Charleston International Airport,"""5500 International Blvd",http://www.chs-airport.com/,(+1) 843-767-7000
OKI,OKI,Oki Airport,,,
YGZ,YGZ,Grise Fiord Airport,,,
KLG,KLG,Kalskag Airport,,,
TSJ,TSJ,Tsushima Airport,,,
YGJ,YGJ,Miho Yonago Airport,,,
WJU,WJU,Wonju Airport,,,
MZG,MZG,Makung Airport,,,
CJJ,CJJ,Cheongju International Airport,,,
KCZ,KCZ,Kchi Ryma Airport,,,
MAH,MAH,Menorca Airport,"""Carretera San Clemente",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Menorca/es/,(+34) 91 321 10 00
IXG,IXG,Belgaum Airport,"""Station-in-charge",http://www.aai.aero/allAirports/belgaum_generalinfo.jsp,"91-831-2562986, 2562020"
DLU,DLU,Dali Airport,,,
ASB,ASB,Ashgabat Airport,,,
EYP,EYP,El Yopal Airport,,,
LWO,LWO,Lviv Danylo Halytskyi International Airport,"""Liubinska St",http://www.lwo.aero/,(+380) 32 229-8112
CVN,CVN,Clovis Municipal Airport-cvn,"""Clovis",http://www.airport.cityofclovis.org/,(+1) 575-769-7890
KOK,KOK,Kokkola-pietarsaari Airport,"""Lentajantie 162",https://www.finavia.fi/en/kokkola-pietarsaari/,(+358) 20 708000
UVF,SLU,Hewanorra International Airport,Saint Lucia,http://www.slaspa.com/about.php,(+1758)-457-6100
VNS,VNS,Lal Bahadur Shastri Airport,"""Airport Director",http://www.aai.aero/allAirports/varanasi_generalinfo.jsp,91-542-2622155
WIL,NBO,Wilson Airport Kenya,"""Nairobi West Estate",https://www.kaa.go.ke/airports/wilson-airport,"(+254) 020-822111, 6611000, 6612000"
KMQ,KMQ,Komatsu Airport,,,
CNM,CNM,Cavern City Air Terminal,,,
CRK,CRK,Diosdado Macapagal International Airport,,,
DGT,DGT,Sibulan Airport,"""Sibulan 6201",,(+63) 35 225 0900
KZI,KZI,Filippos Airport,,,
LAO,LAO,Laoag International Airport,,,
HIN,HIN,Sacheon Air Base,,,
FKS,GAJ,Fukushima Airport,,,
DIG,DIG,Diqing Airport,,,
GNY,SIC,Anlurfa Gap Airport,,,
SZF,SZF,Samsun Aramba Airport,,,
DIY,DIY,Diyarbakir Airport,,,
HRM,HRM,Hassi Rmel Airport,,,
UAS,UAS,Samburu South Airport,,,
DLE,DLE,Dole-tavaux Airport,,,
BVB,BVB,Boa Vista International Airport,"""Praca Santos Dumont",http://www.infraero.gov.br/index.php/br/concessoes.html,(+55) 95 3198-0117
CBO,CBO,Awang Airport,,,
ASO,ASO,Asosa Airport,,,
FSZ,OKI,Mt Fuji Shizuoka Airport,,,
DVL,DUJ,Devils Lake Regional Airport,,,
BJZ,BJZ,Badajoz Airport,,,
WNP,WNP,Naga Airport,,,
OZC,OZC,Labo Airport,,,
CYZ,CYZ,Cauayan Airport,,,
SJI,SJI,San Jose Airport,,,
IDA,IDA,Idaho Falls Regional Airport,"""2140 N Skyline Dr",http://www.idahofallsidaho.gov/city/city-departments/idaho-falls-regional-airport.html,(+1) 208-612-8224
REX,REX,General Lucio Blanco International Airport,"""Carr. a Matamoros-Mazatlan S/N",http://www.oma.aero/es/,(+52) 899 478 7000
LWS,LWS,Lewiston - Nez Perce County Airport,"""406 Burrell Ave",http://golws.com/,(+1) 208-746-7962
ZLO,ZLO,Playa De Oro International Airport,"""Carretera Manzanillo-Barra de Navidad Km. 42",,(+52) 314 333 1119
KIM,KIM,Kimberley Airport,,,
DEL,DEL,Indira Gandhi International Airport,"""Airport Road",http://www.newdelhiairport.in/,91 124 3376000.
KGX,GUP,Grayling Airport,,,
TXK,TXK,Texarkana Regional Airport,"""201 Airport Dr",http://txkairport.com/,(+1) 870-774-2171
UDR,UDR,Maharana Pratap Airport,"""Airport Director",http://www.aai.aero/allAirports/udaipur_airpo_gi.jsp,91-294-2655950
DCA,WAS,Ronald Reagan Washington National Airport,"""2401 Smith Blvd",http://mwaa.com/reagan/reagan.htm,(+1) 703-417-8000
TAE,TAE,Daegu Airport,,,
OLF,OKC,L M Clayton Airport,,,
IAG,IAG,Niagara Falls International Airport,,,
MAB,MAB,Joo Correa Da Rocha Airport,,,
TGC,SBW,Tanjung Manis Airport,,,
GZP,SAW,Gazipaa Airport,,,
LSI,LSI,Sumburgh Airport,,,
MBJ,MBJ,Sangster International Airport,"""Montego Bay",http://www.mbjairport.com/,(+1876) 952-3124
CDR,CDR,Chadron Municipal Airport,"""90 Airport Rd",http://www.chadron-nebraska.com/,(+1) 308-432-5717
BOB,BOB,Bora Bora Airport,"""Leeward Islands",,(+689) 67 70 14
WAE,TUI,Wadi Al Dawasir Airport,,,
GFK,GFK,Grand Forks International Airport,"""871 Liberator Dr",http://www.gfkairport.com/,(+1) 928-638-2446
VGA,VGA,Vijayawada Airport,"""Airport Director",http://www.aai.aero/allAirports/vijayawada.jsp,91-8676-252729
GYS,GYS,Guangyuan Airport,,,
TEE,TEE,Cheikh Larbi Tcbessi Airport,,,
YHO,YHO,Hopedale Airport,,,
CYP,CYP,Calbayog Airport,,,
CRM,CRM,Catarman National Airport,,,
AFA,AFA,Suboficial Ay Santiago Germano Airport,,,
IRJ,IRJ,Capitan V A Almonacid Airport,,,
SDE,SDE,Vicecomodoro Angel D La Paz Aragoncs Airport,,,
TID,TID,Bou Chekif Airport,,,
KCQ,KCL,Chignik Lake Airport,"""Chignik Lake",,(+1) 907-269-0747
OUL,OUL,Oulu Airport,"""Lentokentantie 720",http://www.finavia.fi/fi/,(+358) 20 7087800
AOR,AOR,Sultan Abdul Halim Airport,,,
AKJ,AKJ,Asahikawa Airport,,,
GDN,GDN,Gdask Lech Wasa Airport,"""Gdansk Lech Walesa Airport",http://www.airport.gdansk.pl/,(+48) 58 348 11 54
CHG,CHG,Chaoyang Airport,,,
IXS,IXS,Silchar Airport,"""Airport Controller",http://www.aai.aero/allAirports/silchar_general.jsp,91-3841-282293
KER,KER,Kerman International Airport,"""Jomhouri Blvd",http://kerman.airport.ir/,(+98) 3412102237
TAC,TAC,Daniel Z Romualdez Airport,,,
BLK,BLK,Blackpool International Airport,,,
RAJ,RAJ,Rajkot Airport,"""Airport Director",http://www.airportsindia.org.in/allAirports/rajkot.jsp,91-281-2451849
OAG,OAG,Orange Airport,"""Orange NSW 2800",,NA
SUJ,SUJ,Satu Mare Airport,,,
EQS,EQS,Brigadier Antonio Parodi Airport,,,
AQP,AQP,Rodrguez Balln International Airport,"""Арекипа",,NA
PDG,PDG,Minangkabau International Airport,"""25171",,NA
NLD,NLD,Quetzalcoatl International Airport,"""Carretera Piedra Negra Km. 5",,(+52) 867 718 1332
MRA,MRA,Misratah Airport,,,
LCE,LCE,Golosn International Airport,"""Carretera Ceiba-Atela",,(+504) 2442-1765
CNP,CNP,Neerlerit Inaat Airport,,,
PKP,PKP,Puka Puka Airport,,,
MQT,MQT,Sawyer International Airport,"""125 G Ave",http://www.sawyerairport.com/,(+1) 906-346-3308
KPR,PQI,Port Williams Seaplane Base,,,
CRD,CRD,General E Mosconi Airport,,,
FEN,FEN,Fernando De Noronha Airport,,,
SFB,SFB,Orlando Sanford International Airport,,,
CAC,CAC,Cascavel Airport,,,
LUQ,LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,,,
HTY,SIC,Hatay Airport,,,
TIN,TIN,Tindouf Airport,,,
EBH,MUW,El Bayadh Airport,,,
NQN,NQN,Presidente Peron Airport,,,
TMI,TMI,Tumling Tar Airport,,,
MLX,MLX,Malatya Erha Airport,,,
ACT,ACT,Waco Regional Airport,"""7909 Karl May Dr",http://www.waco-texas.com/airport/,(+1) 254-750-8475
SSG,SSG,Malabo International Airport,"""Malabo",,NA
TUC,TUC,Teniente Benjamin Matienzo Airport,,,
ROT,ROT,Rotorua Regional Airport,,,
AUR,AUR,Aurillac Airport,,,
BBA,BBA,Balmaceda Airport,"""Aisen Region",,NA
BSB,BSB,Braslia International Airport,"""Brasília - DF",http://www.aeroportobrasilia.net/en/,(+55) 61 3364-9000
REL,REL,Almirante Marco Andres Zar Airport,,,
UAQ,UAQ,Domingo Faustino Sarmiento Airport,,,
HNL,HNL,Honolulu International Airport,"""300 Rodgers Blvd",http://hawaii.gov/hnl/,(+1) 808-836-6411
YIF,YIF,St Augustin Airport,,,
AXU,AXU,Axum Airport,,,
DNH,DNH,Dunhuang Airport,,,
SCU,SCU,Antonio Maceo International Airport,,,
RIA,RIA,Santa Maria Airport,,,
JDO,JDO,Orlando Bezerra De Menezes Airport,,,
KWK,WAL,Kwigillingok Seaplane Base,,,
OAJ,OAJ,Albert J Ellis Airport,"""264 State Road 1265",http://www.flyoaj.com/,(+1) 910-324-1100
KTT,KTT,Kittila Airport,,,
VEL,VEL,Vernal Regional Airport,"""825 S 500 E",http://www.faa.gov/airports/airport_safety/airportdata_5010/menu/contacts.cfm?Region=&District=&State=UT&County=&City=VERNAL&Use=&Certification=,(+1) 435-789-3400
XQP,XQP,Quepos Managua Airport,,,
LFW,LFW,Lom-tokoin Airport,"""Lome",,(+228) 22 23 60 60
BHK,BHK,Bukhara Airport,,,
YYZ,YTO,Toronto Pearson International Airport,"""6301 Silver Dart Dr",http://www.torontopearson.com,(+1) 416-247-7678
RDU,RDU,Raleigh-durham International Airport,"""2400 John Brantley Blvd",http://www.rdu.com/,(+1) 919 840-7700
BMW,BMW,Bordj Badji Mokhtar Airport,,,
BHJ,BHJ,Bhuj Airport,"""Aerodrome In-charge",http://www.aai.aero/allAirports/bhuj_generalinfo.jsp,91-2832-244147
RBR,RBR,Plcido De Castro Airport,,,
ICI,ICI,Cicia Airport,,,
HOG,HOG,Frank Pais International Airport,,,
BME,BME,Broome International Airport,"""Suite 6",http://www.broomeair.com.au/,(+ 61) 8 9470 7200
FRS,FRS,Mundo Maya International Airport,,,
CBG,CBG,Cambridge Airport,,,
UIO,UIO,Mariscal Sucre International Airport,"""Nuevo Aeropuerto Internacional de Quito",http://www.aeropuertoquito.aero,(+593) 2-395-4200
BRS,BRS,Bristol Airport,"""Bristol Airport",http://www.bristolairport.co.uk/,(+44) 871 334 4444
GAL,GAL,Edward G Pitka Sr Airport,"""900 Airport Rd",,(+1) 907-656-1236
IUE,IUE,Niue International Airport,"""Alofi",,NA
CAN,CAN,Guangzhou Baiyun International Airport,"""Renhe Town",http://www.gbiac.net/gywm/airportintroduce,(+86) 20 3606 6999
IND,IND,Indianapolis International Airport,"""7800 Col. H. Weir Cook Memorial Dr",http://www.indianapolisairport.com/,(+1) 317-487-9594
YMN,YMN,Makkovik Airport,,,
MGS,MGS,Mangaia Island Airport,,,
YBP,YBP,Yibin Caiba Airport,,,
MST,MST,Maastricht Aachen Airport,"""Vliegveldweg 90",http://www.maa.nl/en-us/,(+31)-(0)43-358 9898.
TEB,TEB,Teterboro Airport,,,
SVC,SVC,Grant County Airport,,,
OSL,OSL,Oslo Airport,"""Edvard Munchs veg",http://www.osl.no/en/osl,(+47) 64 81 20 00
VDC,PVH,Vitria Da Conquista Airport,,,
YYU,YYU,Kapuskasing Airport,"""295 general aviation road",http://www.kapuskasing.ca/default.aspx,(+1) 705-335-2611
OSR,OSR,Ostrava Leos Janek Airport,,,
JYV,JYV,Jyvaskyla Airport,,,
SOQ,SOQ,Sorong Jefman Airport,,,
OMA,OMA,Eppley Airfield Airport,"""4501 Abbott Drive",http://www.flyoma.com/,(+1) 402-661-8017
YDP,YDP,Nain Airport,,,
AXR,AXR,Arutua Airport,,,
ITO,ITO,Hilo International Airport,"""2450 Kekuanaoa St",http://hawaii.gov/ito/,(+1) 808-961-9300
VCV,VCT,Southern California Logistics Airport,,,
BHU,BHU,Bhavnagar Airport,"""Airport Director",http://www.aai.aero/allAirports/bhavnagar.jsp,"91-278-2203113(EPBX), 91-278-2212971, 91-9427211500 (M)."
UBA,UBA,Mrio De Almeida Franco Airport,,,
YFA,YFA,Fort Albany Airport,,,
FLA,FLA,Gustavo Artunduaga Paredes Airport,,,
BUF,BUF,Buffalo Niagara International Airport,"""4200 Genesee St",http://www.buffaloairport.com/,(+1) 716-630-6000
INZ,INZ,In Salah Airport,,,
RIG,RIG,Rio Grande Airport,,,
SGG,LWY,Simanggang Airport,,,
HYN,HYN,Huangyan Luqiao Airport,,,
AGR,AGR,Agra Airport,"""Airport Rd",,"91-562-2400844, 08477021021 (M), 91-562-2580422 (R)"
BDB,BDB,Bundaberg Airport,,,
VDE,VDE,Hierro Airport,,,
CKB,CKB,North Central West Virginia Airport,"""2000 Aviation Way",http://www.flyckb.com/site/index.php,(+1) 304-842-3400
UEL,UEL,Quelimane Airport,,,
LDE,LDE,Tarbes-lourdes-pyrnes Airport,"""65290 Juillan",http://www.tlp.aeroport.fr/,(+33) 5 62 32 92 22
SRE,SRE,Juana Azurduy De Padilla Airport,,,
PEG,PEG,Perugia San Francesco Dassisi - Umbria International Airport,"""Via dell Aeroporto snc",http://www.airport.umbria.it/,(+39) 075592141
SRZ,SRZ,El Trompillo Airport,,,
HME,HME,Oued Irara Airport,,,
LET,LET,Alfredo Vsquez Cobo International Airport,,,
OGX,OGX,Ain El Beida Airport,,,
TCO,TCO,La Florida Airport,,,
BUN,BUN,Gerardo Tobar Lpez Airport,,,
PCR,PCR,German Olano Airport,,,
OSS,OSS,Osh Airport,,,
CPE,CPE,Ingeniero Alberto Acua Ongay International Airport,,,
PEU,PEU,Puerto Lempira Airport,,,
DOU,CUZ,Dourados Airport,,,
ODN,ODN,Long Seridan Airport,,,
OMD,OMD,Oranjemund Airport,,,
YUM,YUM,Yuma International Airport,"""Yuma International Airport",http://yumaairport.com/,(+1) 928-726-5882
WTK,WTK,Noatak Airport,,,
JHS,JHS,Sisimiut Airport,,,
IOS,IOS,Ilhus Jorge Amado Airport,"""R. Brg. Eduardo Gomes",http://www.infraero.com.br/index.php/br/aeroportos/bahia/aeroporto-de-ilheus/contatos.html,(+73) 3234-4000
MVP,MVP,Fabio Alberto Leon Bentley Airport,,,
PDA,PCR,Obando Airport,,,
CHC,CHC,Christchurch International Airport,"""Car Park Building",http://www.christchurchairport.co.nz/,(+64) 3-358 5029
PSZ,PSZ,Capitn Av Salvador Ogaya G Airport,,,
BRA,PBM,Barreiras Airport,,,
POI,LPB,Capitan Nicolas Rojas Airport,,,
PYH,PYH,Cacique Aramare Airport,,,
TMX,TMX,Timimoun Airport,,,
TGR,TGR,Touggourt Sidi Madhi Airport,,,
EGM,EGM,Sege Airport,,,
PMC,PMC,El Tepual Airport,"""Puerto Montt",http://www.aeropuertopuertomontt.cl/,(+56) 65 294 161
MTT,MTT,Minatitln-coatzacoalcos National Airport,,,
SLP,SLP,Ponciano Arriaga International Airport,"""Carretera a Matehuala Km. 9.5",http://www.oma.aero/en/contact-us/airport-directory.htm,(+52) 444 478 7000
AXD,AXD,Dimokritos Airport,,,
COD,COD,Yellowstone Regional Airport,"""2101 Roger Sedam Dr",,(+1) 307-587-5096
TUI,TUI,Turaif Domestic Airport,,,
SYY,SYY,Stornoway Airport,,,
JNS,JNS,Narsaq Heliport,,,
ULB,ULB,Ulci Airport,,,
SGY,SGY,Skagway Airport,,,
OOK,OME,Toksook Bay Airport,,,
RIB,RIB,Capitn Av Selin Zeitun Lopez Airport,,,
AYP,AYP,Coronel Fap Alfredo Mendivil Duarte Airport,,,
RPR,RPR,Raipur Airport,"""Airport Director",http://aai.aero/allAirports/raipur_generalinfo.jsp,91-771-2418167
CIJ,CIJ,Capitn An-bal Arab Airport,,,
PPN,PPN,Guillermo Len Valencia Airport,,,
NAU,MKP,Napuka Island Airport,,,
GJA,GJA,La Laguna Airport,,,
ZUM,ZUM,Churchill Falls Airport,,,
TOL,TOL,Toledo Express Airport,"""11013 Airport Highway",http://www.toledoexpress.com/,(+1) 419.865.2351
AHO,AHO,Alghero - Fertilia Airport,,,
RRS,RRS,Rros Airport,,,
PLQ,PLQ,Palanga International Airport,,,
LGP,LGP,Legazpi Airport,"""Magayon Dr",,NA
RUS,RUS,Marau Airport,,,
YOL,YOL,Yola Airport,,,
VTZ,VTZ,Vishakhapatnam Airport,"""Airport Director",http://www.airportsindia.org.in/allAirports/vishakapatnam.jsp,"91-891-2518960, 2010617, 2571500"
UET,UET,Quetta International Airport,"""Quetta",,(+92) 81 2880212
WRI,WAL,Mc Guire Air Force Base,,,
WYS,WST,Yellowstone Airport,,,
BYC,BYC,Yacuiba Airport,,,
IAM,IAM,In Amcnas Airport,,,
CUM,CUM,Cuman Antonio Josc De Sucre Airport,,,
YGL,YGL,La Grande Rivire Airport,,,
CAJ,CAJ,Canaima Airport,,,
YQR,YQR,Regina International Airport,"""5201 Regina Ave",,(+1) 306-761-7555
VII,VII,Vinh Airport,,,
JAL,JAL,El Lencero Airport,,,
BMU,BMU,Muhammad Salahuddin Airport,,,
YTF,YTE,Alma Airport,,,
RHI,RHI,Rhinelander-oneida County Airport,"""3375 Airport Rd",http://www.fly-rhi.org/,(+1) 715-365-3416
EJH,EJH,Al Wajh Domestic Airport,,,
OIT,OIT,Oita Airport,"""Musashimachi Itoharu",http://www.oita-airport.jp/,(+81) 978-67-1174
MRD,MRD,Alberto Carnevalli Airport,,,
AWD,AWD,Aniwa Airport,,,
ANS,ANS,Andahuaylas Airport,,,
JCB,ERM,Santa Terezinha Airport,,,
PBI,PBI,Palm Beach International Airport,"""1000 James L Turnage Blvd",http://www.pbia.org/,(+1) 561-471-7400
KWF,WAL,Waterfall Seaplane Base,,,
CBS,MUN,Oro Negro Airport,,,
SPY,HGO,San Pedro Airport,,,
VPS,VPS,Northwest Florida Regional Airport,"""1701 Florida 85",http://www.flyvps.com/,(+1) 850-651-7160
NUE,NUE,Nuremberg Airport,"""Flughafenstrabe 100",http://www.airport-nuernberg.de/english,(+49) 911 93700
PLZ,PLZ,Port Elizabeth Airport,"""Forest Hill",http://www.acsa.co.za/home.asp?pid=236,(+27) 86 727 7888
GST,GST,Gustavus Airport,,,
MIG,MIG,Mianyang Airport,,,
TKP,TKP,Takapoto Airport,,,
SHC,SHC,Shire Inda Selassie Airport,"""3",,
DPL,DPL,Dipolog Airport,"""Airport Rd",,(+63) 65 212 2359
YKF,YTO,Region Of Waterloo International Airport,"""1-4881 Fountain Street North",http://www.waterlooairport.ca/en/,(+1) 519-648-2256
SFD,SFD,San Fernando De Apure Airport,,,
QSF,QSF,Ain Arnat Airport,,,
OSI,OSI,Osijek Airport,,,
SOM,SOM,San Tome Airport,,,
SNV,SNV,Santa Elena De Uairen Airport,,,
KWP,WAL,West Point Village Seaplane Base,,,
FTA,FTA,Futuna Airport,,,
FBE,ERM,Francisco Beltro Airport,,,
OPS,VLV,Presidente Joo Batista Figueiredo Airport,,,
MJF,MJF,Areopuerto Internacional Islas Michael,,,
CVM,CVM,General Pedro Jose Mendez International Airport,,,
TPQ,TPQ,Amado Nervo National Airport,,,
YYY,YYY,Mont-joli Airport,"""875 boulevard Jacques-Cartier",,(+1) 418-775-3347
TDX,TDX,Trat Airport,,,
OUZ,NDB,Tazadit Airport,,,
PUK,PKP,Pukarua Airport,,,
ANX,ANX,Andya Airport,,,
VLD,VLD,Valdosta Regional Airport,"""1750 Airport Rd",http://www.flyvaldosta.com/,(+1) 229-333-1833
STD,STD,Mayor Buenaventura Vivas International Airport,,,
KNQ,KNQ,Konc Airport,,,
KOV,KOV,Kokshetau Airport,,,
RJL,LEN,Logroo-agoncillo Airport,,,
TCT,BGI,Takotna Airport,,,
OLB,OLB,Olbia - Costa Smeralda Airport,,,
VQS,VQS,Antonio Rivera Rodriguez Airport,,,
BLJ,BLJ,Batna Airport,,,
KGF,KGF,Sary-arka Airport,,,
YQQ,YQQ,Cfb Comox Airport,"""1250 Knight Rd",http://www.comoxairport.com/,(+1) 250-890-0829
PEE,PEE,Bolshoye Savino Airport,"""614515 ",http://aviaperm.ru/,(+7) 342 294-97-71
EMD,EMD,Emerald Airport,"""Gregory Hwy",http://www.centralhighlands.qld.gov.au/,(+61) 1300 242 686
RTM,RTM,Rotterdam The Hague Airport,"""Rotterdam Airportplein 60",http://www.rotterdamthehagueairport.nl/Homepage,( +31) 10 446 3444
DSA,DSA,Robin Hood Doncaster Sheffield Airport,,,
BLZ,BLZ,Chileka International Airport,"""Blantyre",,NA
FUN,FUN,Funafuti International Airport,"""Vaiaku",,NA
ROA,ROA,Roanoke Regional Airport,"""5202 Aviation Dr NW",http://www.roanokeairport.com/,(+1) 540-362-1999
CNQ,CNQ,Corrientes Airport,,,
IWD,IWD,Gogebic-iron County Airport,"""E5560 Airport Rd",http://www.flyfromironwood.com/,(+1) 906-932-3121
DSM,DSM,Des Moines International Airport,"""5800 Fleur Dr",http://www.dsmairport.com/,(+1) 515-256-5050
CIT,CIT,Shymkent Airport,,,
PGA,PGA,Page Municipal Airport,"""238 10th Ave",http://www.cityofpage.org/airport.html,(+1) 928-645-8861
YGP,YGP,Gaspc Michel-pouliot Airport,,,
FCA,FCA,Glacier Park International Airport,"""4170 Hwy 2 E",www.glacierairport.com,(+1) 406-257-5994
