airport_code,city_code,airport_name_en,airport_name_ar,airport_name_hi,Address in English,Address in Arabic,,Email,Phone,Website
SLH,SLH,Sola Airport,,,,,,,,
SLI,,,,,,,,,,
SLK,SLK,Adirondack Regional Airport,,,,,,,,
SLL,SLL,Salalah Airport,,,,,,,,
SLM,SLM,Salamanca Airport,,,,,,,,
SLP,SLP,Ponciano Arriaga International Airport,,,,,,,,
SLQ,,,,,,,,,,
SLU,SLU,George F L Charles Airport,,,,,,,,
SLW,SLW,Plan De Guadalupe International Airport,,,,,,,,
SLX,,,,,,,,,,
SLY,SLY,Salekhard Airport,,,,,,,,
SLZ,SLZ,Marechal Cunha Machado International Airport,,,,,,,,
SMA,SMA,Santa Maria Airport,,,,,,,,
SMF,SMF,Sacramento International Airport,,,,,,,,
SMI,SMI,Samos International Airport,,,,,,,,
SMK,,,,,,,,,,
SML,SML,Stella Maris Airport,,,,,,,,
SMQ,,,,,,,,,,
SMR,SMR,Simn Bol-var International Airport,,,,,,,,
SMS,SMS,Sainte Marie Airport,,,,,,,,
SMX,SMX,Santa Maria Public Airport,,,,,,,,
SNA,SNA,John Wayne Airport,,,,,,,,
SNC,,,,,,,,,,
SNE,,,,,,,,,,
SNN,SNN,Shannon Airport,,,,,,,,
SNO,SNO,Sakon Nakhon Airport,,,,,,,,
SNP,SNP,St Paul Island Airport,,,,,,,,
SNR,SNR,Saint-nazaire-montoir Airport,,,,,,,,
SNU,SNU,Abel Santamaria Airport,,,,,,,,
SNW,SNW,Thandwe Airport,,,,,,,,
SOB,DEB,Srmellck International Airport,,,,,,,,
SOC,SOC,Adi Sumarmo Wiryokusumo Airport,,,,,,,,
SOF,SOF,Sofia Airport,,,,,,,,
SOG,SOG,Sogndal Airport,,,,,,,,
SOJ,SRP,Srkjosen Airport,,,,,,,,
SOM,SOM,San Tome Airport,,,,,,,,
SON,SON,Santo Pekoa International Airport,,,,,,,,
SOQ,SOQ,Sorong Jefman Airport,,,,,,,,
SOU,SOU,Southampton Airport,,,,,,,,
SOV,,,,,,,,,,
SOW,SNA,Show Low Regional Airport,,,,,,,,
SOY,,,,,,,,,,
SPB,STT,Charlotte Amalie Harbor Seaplane Base Airport,,,,,,,,
SPC,SPC,La Palma Airport,,,,,,,,
SPD,JSR,Saidpur Airport,,,,,,,,
SPI,SPI,Abraham Lincoln Capital Airport,,,,,,,,
SPN,SPN,Saipan International Airport,,,,,,,,
SPP,,,,,,,,,,
SPR,,,,,,,,,,
SPS,SPS,Wichita Falls Municipal Airport,,,,,,,,
SPU,SPU,Split Airport,,,,,,,,
SPY,HGO,San Pedro Airport,,,,,,,,
SQG,,,,,,,,,,
SQJ,,,,,,,,,,
SRE,SRE,Juana Azurduy De Padilla Airport,,,,,,,,
SRG,SRG,Achmad Yani Airport,,,,,,,,
SRI,,,,,,,,,,
SRK,,,,,,,,,,
SRP,,,,,,,,,,
SRQ,SRQ,Sarasota-bradenton International Airport,,,,,,,,
SRV,,,,,,,,,,
SRY,SRY,Dasht-e Naz Airport,,,,,,,,
SSA,SSA,Deputado Lus Eduardo Magalhes International Airport,,,,,,,,
SSB,STX,Christiansted Harbor Seaplane Base Airport,,,,,,,,
SSG,SSG,Malabo International Airport,,,,,,,,
SSH,SSH,Sharm El Sheikh International Airport,,,,,,,,
SSJ,,,,,,,,,,
SSR,SSR,Sara Airport,,,,,,,,
STD,STD,Mayor Buenaventura Vivas International Airport,,,,,,,,
STG,,,,,,,,,,
STI,STI,Cibao International Airport,,,,,,,,
STL,STL,Lambert-st Louis International Airport,,,,,,,,
STM,STM,Maestro Wilson Fonseca Airport,,,,,,,,
STN,LON,London Stansted Airport,,,,,,,,
STR,STR,Stuttgart Airport,,,,,,,,
STS,STS,Charles M Schulz-sonoma County Airport,,,,,,,,
STT,STT,Cyril E King Airport,,,,,,,,
STV,STV,Surat Airport,,,,,,,,
STW,STW,Stavropol Shpakovskoye Airport,,,,,,,,
STX,STX,Henry E Rohlsen Airport,,,,,,,,
SUB,SUB,Juanda International Airport,,,,,,,,
SUF,SUF,Lamezia Terme International Airport,,,,,,,,
SUG,SUG,Surigao Airport,,,,,,,,
SUJ,SUJ,Satu Mare Airport,,,,,,,,
SUK,,,,,,,,,,
SUN,SUN,Friedman Memorial Airport,,,,,,,,
SUR,SUR,Summer Beaver Airport,,,,,,,,
SUV,SUV,Nausori International Airport,,,,,,,,
SUX,SUX,Sioux Gateway Airport,,,,,,,,
SUY,,,,,,,,,,
SVA,SVA,Savoonga Airport,,,,,,,,
SVB,SVB,Sambava Airport,,,,,,,,
SVC,SVC,Grant County Airport,,,,,,,,
SVD,SVD,E T Joshua Airport,,,,,,,,
SVG,SVG,Stavanger Airport,,,,,,,,
SVJ,SVJ,Svolvr Helle Airport,,,,,,,,
SVK,,,,,,,,,,
SVL,SVL,Savonlinna Airport,,,,,,,,
SVN,SAV,Hunter Army Airfield Airport,,,,,,,,
SVO,MOW,Sheremetyevo International Airport,,,,,,,,
SVP,,,,,,,,,,
SVQ,SVQ,San Pablo Airport,,,,,,,,
SVR,,,,,,,,,,
SVS,,,,,,,,,,
SVU,SVU,Savusavu Airport,,,,,,,,
SVX,SVX,Koltsovo Airport,,,,,,,,
SWA,SWA,Shantou Waisha Airport,,,,,,,,
SWF,SWF,Stewart International Airport,,,,,,,,
SWJ,SWJ,Southwest Bay Airport,,,,,,,,
SWO,,,,,,,,,,
SWQ,,,,,,,,,,
SWT,,,,,,,,,,
SXB,SXB,Strasbourg Airport,,,,,,,,
SXF,BER,Berlin Schnefeld Airport,,,,,,,,
SXK,SMQ,Saumlaki-olilit Airport,,,,,,,,
SXM,SXM,Princess Juliana International Airport,,,,,,,,
SXP,,,,,,,,,,
SXR,SXR,Sheikh Ul Alam Airport,,,,,,,,
SXZ,,,,,,,,,,
SYB,VLV,Seal Bay Seaplane Base,,,,,,,,
SYD,SYD,Sydney Airport,,,,,,,,
SYM,SYM,Simao Airport,,,,,,,,
SYO,,,,,,,,,,
SYQ,SJO,Tobias Bolanos International Airport,,,,,,,,
SYR,SYR,Syracuse Hancock International Airport,,,,,,,,
SYS,,,,,,,,,,
SYX,SYX,Sanya Phoenix International Airport,,,,,,,,
SYY,SYY,Stornoway Airport,,,,,,,,
SYZ,SYZ,Shiraz Shahid Dastghaib International Airport,,,,,,,,
SZA,,,,,,,,,,
SZB,KUL,Sultan Abdul Aziz Shah Airport,,,,,,,,
SZE,,,,,,,,,,
SZF,SZF,Samsun Aramba Airport,,,,,,,,
SZG,SZG,Salzburg Airport,,,,,,,,
SZK,SZK,Skukuza Airport,,,,,,,,
SZX,SZX,Shenzhen Baoan International Airport,,,,,,,,
SZY,,,,,,,,,,
SZZ,SZZ,Solidarity Szczecin-goleniw Airport,,,,,,,,
TAB,TAB,Arthur Napoleon Raymond Robinson International Airport Directions,,,,,,,,
TAC,TAC,Daniel Z Romualdez Airport,,,,,,,,
TAE,TAE,Daegu Airport,,,,,,,,
TAG,TAG,Tagbilaran Airport,,,,,,,,
TAH,TAH,Tanna Airport,,,,,,,,
TAI,TAI,Taizz International Airport,,,,,,,,
TAK,TAK,Takamatsu Airport,,,,,,,,
TAL,,,,,,,,,,
TAM,TAM,General Francisco Javier Mina International Airport,,,,,,,,
TAO,TAO,Liuting Airport,,,,,,,,
TAP,TAP,Tapachula International Airport,,,,,,,,
TAS,TAS,Tashkent International Airport,,,,,,,,
TAT,TAT,Poprad-tatry Airport,,,,,,,,
TAY,TAY,Tartu Airport,,,,,,,,
TAZ,,,,,,,,,,
TBB,TBB,Dong Tac Airport,,,,,,,,
TBG,TBG,Tabubil Airport,,,,,,,,
TBH,,,,,,,,,,
TBI,,,,,,,,,,
TBN,TBN,Waynesville-st Robert Regional Airport,,,,,,,,
TBO,TBO,Tabora Airport,,,,,,,,
TBP,TBP,Capitan Fap Pedro Canga Rodriguez Airport,,,,,,,,
TBS,TBS,Tbilisi International Airport,,,,,,,,
TBT,,,,,,,,,,
TBU,TBU,Fuaamotu International Airport,,,,,,,,
TBW,TBW,Donskoye Airport,,,,,,,,
TBZ,TBZ,Tabriz International Airport,,,,,,,,
TCA,,,,,,,,,,
TCB,TCB,Treasure Cay Airport,,,,,,,,
TCG,TCG,Tacheng Airport,,,,,,,,
TCM,,,,,,,,,,
TCO,TCO,La Florida Airport,,,,,,,,
TCQ,TCQ,Coronel Fap Carlos Ciriani Santa Rosa International Airport,,,,,,,,
TCR,,,,,,,,,,
TCT,BGI,Takotna Airport,,,,,,,,
TCZ,NAO,Tengchong Tuofeng Airport,,,,,,,,
TDD,TDD,Teniente Av Jorge Henrich Arauz Airport,,,,,,,,
TDG,SUG,Tandag Airport,,,,,,,,
TDK,,,,,,,,,,
TDX,TDX,Trat Airport,,,,,,,,
TEE,TEE,Cheikh Larbi Tcbessi Airport,,,,,,,,
TEN,NAO,Tongren Fenghuang Airport,,,,,,,,
TEQ,,,,,,,,,,
TER,TER,Lajes Field,,,,,,,,
TET,TET,Chingozi Airport,,,,,,,,
TEZ,,,,,,,,,,
TFF,,,,,,,,,,
TFI,,,,,,,,,,
TFN,TFN,Tenerife Norte Airport,,,,,,,,
TFS,TFS,Tenerife South Airport,,,,,,,,
TGC,SBW,Tanjung Manis Airport,,,,,,,,
TGD,TGD,Podgorica Airport,,,,,,,,
TGG,TGG,Sultan Mahmud Airport,,,,,,,,
TGH,TGH,Tongoa Airport,,,,,,,,
TGI,,,,,,,,,,
TGJ,TGJ,Tiga Airport,,,,,,,,
TGM,TGM,Transilvania Trgu Mure International Airport,,,,,,,,
TGO,TGO,Tongliao Airport,,,,,,,,
TGP,,,,,,,,,,
TGR,TGR,Touggourt Sidi Madhi Airport,,,,,,,,
TGT,,,,,,,,,,
TGU,TGU,Toncontn International Airport,,,,,,,,
TGZ,TGZ,Angel Albino Corzo International Airport,,,,,,,,
THD,,,,,,,,,,
THE,THE,Senador Petrnio Portela Airport,,,,,,,,
THL,THL,Tachileik Airport,,,,,,,,
THN,,,,,,,,,,
THQ,DOY,Tianshui Maijishan Airport,,,,,,,,
THR,THR,Mehrabad International Airport,,,,,,,,
THS,THS,Sukhothai Airport,,,,,,,,
THU,THU,Thule Air Base Airport,,,,,,,,
THX,,,,,,,,,,
TIA,TIA,Tirana International Airport Nn Tereza,,,,,,,,
TID,TID,Bou Chekif Airport,,,,,,,,
TIF,TIF,Taif Airport,,,,,,,,
TIH,TIH,Tikehau Airport,,,,,,,,
TII,MZR,Tarin Kowt Airport,,,,,,,,
TIJ,TIJ,General Abelardo L Rodr-guez International Airport,,,,,,,,
TIM,TIM,Moses Kilangin Airport,,,,,,,,
TIN,TIN,Tindouf Airport,,,,,,,,
TIP,TIP,Tripoli International Airport,,,,,,,,
TIR,TIR,Tirupati Airport,,,,,,,,
TIU,TIU,Timaru Airport,,,,,,,,
TIV,TIV,Tivat Airport,,,,,,,,
TIZ,TIZ,Tari Airport,,,,,,,,
TJA,TJA,Capitan Oriel Lea Plaza Airport,,,,,,,,
TJK,,,,,,,,,,
TJL,,,,,,,,,,
TJM,TJM,Roshchino International Airport,,,,,,,,
TJN,,,,,,,,,,
TJQ,TJQ,Buluh Tumbang H A S Hanandjoeddin Airport,,,,,,,,
TJU,DYU,Kulob Airport,,,,,,,,
TKD,,,,,,,,,,
TKE,,,,,,,,,,
TKG,TKG,Radin Inten Ii Branti Airport,,,,,,,,
TKJ,,,,,,,,,,
TKK,TKK,Chuuk International Airport,,,,,,,,
TKN,,,,,,,,,,
TKP,TKP,Takapoto Airport,,,,,,,,
TKQ,TKQ,Kigoma Airport,,,,,,,,
TKS,TKS,Tokushima Airport,,,,,,,,
TKU,TKU,Turku Airport,,,,,,,,
TKV,MKP,Tatakoto Airport,,,,,,,,
TKX,TKX,Takaroa Airport,,,,,,,,
TLA,,,,,,,,,,
TLC,MEX,Lic Adolfo Lpez Mateos International Airport,,,,,,,,
TLE,TLE,Toliara Airport,,,,,,,,
TLH,TLH,Tallahassee Regional Airport,,,,,,,,
TLI,,,,,,,,,,
TLJ,TLJ,Tatalina Lrrs Airport,,,,,,,,
TLK,,,,,,,,,,
TLL,TLL,Tallinn Airport,,,,,,,,
TLM,TLM,Zenata Eur Messali El Hadj Airport,,,,,,,,
TLN,TLN,Toulon-hyres Airport,,,,,,,,
TLS,TLS,Toulouse-blagnac Airport,,,,,,,,
TLT,,,,,,,,,,
TLV,TLV,Ben Gurion Airport,,,,,,,,
TLY,,,,,,,,,,
TMC,TMC,Tambolaka Airport,,,,,,,,
TME,,,,,,,,,,
TMF,,,,,,,,,,
TMI,TMI,Tumling Tar Airport,,,,,,,,
TMJ,TMJ,Termez Airport,,,,,,,,
TML,,,,,,,,,,
TMM,TMM,Toamasina Airport,,,,,,,,
TMP,TMP,Tampere-pirkkala Airport,,,,,,,,
TMR,TMR,Aguenar Eur Hadj Bey Akhamok Airport,,,,,,,,
TMS,TMS,So Tomc International Airport,,,,,,,,
TMT,,,,,,,,,,
TMU,TMU,Tambor Airport,,,,,,,,
TMW,TMW,Tamworth Airport,,,,,,,,
TMX,TMX,Timimoun Airport,,,,,,,,
TNA,TNA,Yaoqiang Airport,,,,,,,,
TNC,SVW,Tin City Long Range Radar Station Airport,,,,,,,,
TNE,,,,,,,,,,
TNG,TNG,Tangier Ibn Battouta Airport,,,,,,,,
TNH,DLC,Tonghua Sanyuanpu Airport,,,,,,,,
TNJ,TNJ,Kijang Airport,,,,,,,,
TNK,,,,,,,,,,
TNN,TNN,Tainan Airport,,,,,,,,
TNO,TNO,Tamarindo De Santa Cruz Airport,,,,,,,,
TNR,TNR,Ivato International Airport,,,,,,,,
TOB,TOB,Gamal Abdel Nasser Airport,,,,,,,,
TOE,TOE,Tozeur Nefta International Airport,,,,,,,,
TOF,TOF,Bogashevo Airport,,,,,,,,
TOG,TOG,Togiak Airport,,,,,,,,
TOH,TOH,Torres Airstrip,,,,,,,,
TOL,TOL,Toledo Express Airport,,,,,,,,
TOS,TOS,Troms Airport,,,,,,,,
TOU,TOU,Touho Airport,,,,,,,,
TOY,TOY,Toyama Airport,,,,,,,,
TPA,TPA,Tampa International Airport,,,,,,,,
TPE,TPE,Taiwan Taoyuan International Airport,,,,,,,,
TPP,TPP,Cadete Fap Guillermo Del Castillo Paredes Airport,,,,,,,,
TPQ,TPQ,Amado Nervo National Airport,,,,,,,,
TPS,TPS,Trapani - Birgi Airport,,,,,,,,
TQA,,,,,,,,,,
TQI,,,,,,,,,,
TQL,SLY,Tarko-sale Airport,,,,,,,,
TQR,TQR,San Domino Island Heliport,,,,,,,,
TRA,,,,,,,,,,
TRC,TRC,Francisco Sarabia International Airport,,,,,,,,
TRD,TRD,Trondheim Airport,,,,,,,,
TRE,TRE,Tiree Airport,,,,,,,,
TRF,OSL,Sandefjord Airport,,,,,,,,
TRG,TRG,Tauranga Airport,,,,,,,,
TRI,TRI,Tri-cities Regional Airport,,,,,,,,
TRK,TRK,Juwata Airport,,,,,,,,
TRN,TRN,Turin Airport,,,,,,,,
TRO,,,,,,,,,,
TRR,RML,China Bay Airport,,,,,,,,
TRS,TRS,Trieste - Friuli Venezia Giulia Airport,,,,,,,,
TRU,TRU,Capitan Fap Carlos Martinez De Pinillos International Airport,,,,,,,,
TRV,TRV,Trivandrum International Airport,,,,,,,,
TRW,TRW,Bonriki International Airport,,,,,,,,
TRZ,TRZ,Tiruchirapally Civil Airport Airport,,,,,,,,
TSA,TPE,Taipei Songshan Airport,,,,,,,,
TSE,TSE,Astana International Airport,,,,,,,,
TSF,VCE,Treviso Airport,,,,,,,,
TSJ,TSJ,Tsushima Airport,,,,,,,,
TSN,TSN,Tianjin Binhai International Airport,,,,,,,,
TSR,TSR,Timioara Traian Vuia Airport,,,,,,,,
TST,TST,Trang Airport,,,,,,,,
TSV,TSV,Townsville Airport,,,,,,,,
TTA,TTA,Tan Tan Airport,,,,,,,,
TTE,TTE,Sultan Khairun Babullah Airport,,,,,,,,
TTJ,,,,,,,,,,
TTN,PHL,Trenton-mercer Airport,,,,,,,,
TTQ,TTQ,Aerotortuguero Airport,,,,,,,,
TTT,TTT,Taitung Airport,,,,,,,,
TTU,TTU,Saniat Rmel Airport,,,,,,,,
TUB,TUB,Tubuai Airport,,,,,,,,
TUC,TUC,Teniente Benjamin Matienzo Airport,,,,,,,,
TUF,,,,,,,,,,
TUG,TUG,Tuguegarao Airport,,,,,,,,
TUI,TUI,Turaif Domestic Airport,,,,,,,,
TUK,TUK,Turbat International Airport,,,,,,,,
TUL,TUL,Tulsa International Airport,,,,,,,,
TUN,TUN,Tunis-carthage International Airport,,,,,,,,
TUO,TUO,Taupo Airport,,,,,,,,
TUP,TUP,Tupelo Regional Airport,,,,,,,,
TUS,TUS,Tucson International Airport,,,,,,,,
TUU,TUU,Tabuk Airport,,,,,,,,
TVC,TVC,Cherry Capital Airport,,,,,,,,
TVF,TVF,Thief River Falls Regional Airport,,,,,,,,
TVS,YNO,Tangshan Sann 1-4 He Airport,,,,,,,,
TVU,TVU,Matei Airport,,,,,,,,
TVY,,,,,,,,,,
TWA,,,,,,,,,,
TWF,TWF,Magic Valley Regional Airport,,,,,,,,
TWT,,,,,,,,,,
TWU,TWU,Tawau Airport,,,,,,,,
TXF,,,,,,,,,,
TXK,TXK,Texarkana Regional Airport,,,,,,,,
TXL,BER,Berlin Tegel Airport,,,,,,,,
TXN,TXN,Tunxi International Airport,,,,,,,,
TYF,,,,,,,,,,
TYL,TYL,Capitan Montes Airport,,,,,,,,
TYN,TYN,Taiyuan Wusu Airport,,,,,,,,
TYR,TYR,Tyler Pounds Regional Airport,,,,,,,,
TYS,TYS,Mcghee Tyson Airport,,,,,,,,
TZA,BZE,Belize City Municipal Airport,,,,,,,,
TZL,SJJ,Tuzla International Airport,,,,,,,,
TZX,TZX,Trabzon International Airport,,,,,,,,
UAH,UAH,Ua Huka Airport,,,,,,,,
UAK,UAK,Narsarsuaq Airport,,,,,,,,
UAP,UAP,Ua Pou Airport,,,,,,,,
UAQ,UAQ,Domingo Faustino Sarmiento Airport,,,,,,,,
UAS,UAS,Samburu South Airport,,,,,,,,
UBA,UBA,Mrio De Almeida Franco Airport,,,,,,,,
UBJ,UBJ,Yamaguchi Ube Airport,,,,,,,,
UBP,UBP,Ubon Ratchathani Airport,,,,,,,,
UCT,UCT,Ukhta Airport,,,,,,,,
UDI,UDI,Ten Cel Aviador Ccsar Bombonato Airport,,,,,,,,
UDJ,,,,,,,,,,
UDR,UDR,Maharana Pratap Airport,,,,,,,,
UEL,UEL,Quelimane Airport,,,,,,,,
UEO,UEO,Kumejima Airport,,,,,,,,
UET,UET,Quetta International Airport,,,,,,,,
UFA,UFA,Ufa International Airport,,,,,,,,
UGB,OYG,Ugashik Bay Airport,,,,,,,,
UGC,UGC,Urgench Airport,,,,,,,,
UGI,,,,,,,,,,
UIB,UIB,El Carao Airport,,,,,,,,
UIH,UIH,Phu Cat Airport,,,,,,,,
UII,UII,Utila Airport,,,,,,,,
UIN,UIN,Quincy Regional Airport,,,,,,,,
UIO,UIO,Mariscal Sucre International Airport,,,,,,,,
UIP,UIP,Quimper - Cornouaille Airport,,,,,,,,
UKA,UAS,Ukunda Airstrip,,,,,,,,
UKB,OSA,Kobe Airport,,,,,,,,
UKG,,,,,,,,,,
UKK,UKK,Ust-kamennogorsk Airport,,,,,,,,
UKX,IKT,Ust-kut Airport,,,,,,,,
ULB,ULB,Ulci Airport,,,,,,,,
ULD,,,,,,,,,,
ULG,,,,,,,,,,
ULH,AMV,Majeed Bin Abdulaziz Airport,,,,,,,,
ULK,YKS,Lensk Airport,,,,,,,,
ULN,ULN,Chinggis Khaan International Airport,,,,,,,,
ULO,ULN,Ulaangom Airport,,,,,,,,
ULP,,,,,,,,,,
ULV,CSY,Ulyanovsk Baratayevka Airport,,,,,,,,
ULX,,,,,,,,,,
ULZ,UYN,Donoi Airport,,,,,,,,
UMD,JHS,Uummannaq Heliport,,,,,,,,
UME,UME,Ume Airport,,,,,,,,
UMS,,,,,,,,,,
UND,UND,Konduz Airport,,,,,,,,
UNG,UNG,Kiunga Airport,,,,,,,,
UNK,ATK,Unalakleet Airport,,,,,,,,
UNN,UNN,Ranong Airport,,,,,,,,
UOA,,,,,,,,,,
UOL,,,,,,,,,,
UPG,UPG,Sultan Hasanuddin Airport,,,,,,,,
UPK,KUS,Upernavik Kujalleq Heliport,,,,,,,,
UPN,UPN,Licenciado Y General Ignacio Lopez Rayon Airport,,,,,,,,
URA,URA,Uralsk Airport,,,,,,,,
URC,URC,Oer 1-4 Mqi Diwopu International Airport,,,,,,,,
URE,,,,,,,,,,
URG,URG,Rubem Berta Airport,,,,,,,,
URJ,URJ,Uray Airport,,,,,,,,
URS,URS,Kursk East Airport,,,,,,,,
URT,URT,Surat Thani Airport,,,,,,,,
URY,URY,Guriat Domestic Airport,,,,,,,,
USH,USH,Malvinas Argentinas Airport,,,,,,,,
USK,USK,Usinsk Airport,,,,,,,,
USM,USM,Samui Airport,,,,,,,,
USN,USN,Ulsan Airport,,,,,,,,
USQ,,,,,,,,,,
USR,,,,,,,,,,
UST,,,,,,,,,,
USU,USU,Francisco B Reyes Airport,,,,,,,,
UTH,UTH,Udon Thani Airport,,,,,,,,
UTN,UTN,Pierre Van Ryneveld Airport,,,,,,,,
UTO,,,,,,,,,,
UTP,UTP,U-tapao International Airport,,,,,,,,
UTT,UTT,Mthatha Airport,,,,,,,,
UUD,UUD,Ulan-ude Airport Mukhino,,,,,,,,
UUS,UUS,Yuzhno-sakhalinsk Airport,,,,,,,,
UVE,UVE,Ouvca Airport,,,,,,,,
UVF,SLU,Hewanorra International Airport,,,,,,,,
UYL,UYL,Nyala Airport,,,,,,,,
UYN,UYN,Yulin Airport,,,,,,,,
UYU,,,,,,,,,,
VAA,VAA,Vaasa Airport,,,,,,,,
VAG,,,,,,,,,,
VAI,RAB,Vanimo Airport,,,,,,,,
VAK,VAK,Chevak Airport,,,,,,,,
VAM,KDM,Villa Airport,,,,,,,,
VAN,,,,,,,,,,
VAO,VAO,Suavanao Airport,,,,,,,,
VAR,VAR,Varna Airport,,,,,,,,
VAS,,,,,,,,,,
VAV,,,,,,,,,,
VAW,,,,,,,,,,
VBA,,,,,,,,,,
VBP,,,,,,,,,,
VBS,,,,,,,,,,
VBV,VBV,Vanua Balavu Airport,,,,,,,,
VBY,VBY,Visby Airport,,,,,,,,
VCA,VCA,Tr Nc Airport,,,,,,,,
VCE,VCE,Venice Marco Polo Airport,,,,,,,,
VCL,VCL,Chu Lai International Airport,,,,,,,,
VCP,SAO,Viracopos International Airport,,,,,,,,
VCS,VCS,Co Ong Airport,,,,,,,,
VCT,VCT,Victoria Regional Airport,,,,,,,,
VCV,VCT,Southern California Logistics Airport,,,,,,,,
VDA,VDA,Ovda Airport,,,,,,,,
VDC,PVH,Vitria Da Conquista Airport,,,,,,,,
VDE,VDE,Hierro Airport,,,,,,,,
VDH,MFM,Dong Hoi Airport,,,,,,,,
VDM,VDM,Gobernador Castello Airport,,,,,,,,
VDS,VDS,Vads Airport,,,,,,,,
VDZ,VDZ,Valdez Airport,,,,,,,,
VEE,,,,,,,,,,
VEL,VEL,Vernal Regional Airport,,,,,,,,
VER,VER,General Heriberto Jara International Airport,,,,,,,,
VFA,VFA,Victoria Falls Airport,,,,,,,,
VGA,VGA,Vijayawada Airport,,,,,,,,
VGO,VGO,Vigo-peinador Airport,,,,,,,,
VGZ,,,,,,,,,,
VHC,,,,,,,,,,
VHM,VHM,Vilhelmina Airport,,,,,,,,
VHV,,,,,,,,,,
VHZ,RFP,Vahitahi Airport,,,,,,,,
VIE,VIE,Vienna International Airport,,,,,,,,
VIF,,,,,,,,,,
VIG,VLN,Juan Pablo Pcrez Alfonso Airport,,,,,,,,
VII,VII,Vinh Airport,,,,,,,,
VIJ,VIJ,Virgin Gorda Airport,,,,,,,,
VIL,VIL,Dakhla Airport,,,,,,,,
VIR,DUR,Virginia Airport,,,,,,,,
VIT,VIT,Vitoria-foronda Airport,,,,,,,,
VIX,VIX,Eurico De Aguiar Salles Airport,,,,,,,,
VKG,VKG,Rach Gia Airport,,,,,,,,
VKO,MOW,Vnukovo International Airport,,,,,,,,
VKT,VKT,Vorkuta Airport,,,,,,,,
VLC,VLC,Valencia Airport,,,,,,,,
VLD,VLD,Valdosta Regional Airport,,,,,,,,
VLI,VLI,Bauerfield International Airport,,,,,,,,
VLL,VLL,Valladolid Airport,,,,,,,,
VLN,VLN,Arturo Michelena International Airport,,,,,,,,
VLS,VLS,Valesdir Airport,,,,,,,,
VLV,VLV,Dr Antonio Nicols Briceo Airport,,,,,,,,
VNO,VNO,Vilnius Airport,,,,,,,,
VNS,VNS,Lal Bahadur Shastri Airport,,,,,,,,
VNX,VNX,Vilankulo Airport,,,,,,,,
VOG,VOG,Volgograd International Airport,,,,,,,,
VOL,VOL,Nea Anchialos Airport,,,,,,,,
VOZ,VOZ,Voronezh International Airport,,,,,,,,
VPE,,,,,,,,,,
VPG,,,,,,,,,,
VPS,VPS,Northwest Florida Regional Airport,,,,,,,,
VPY,VPY,Chimoio Airport,,,,,,,,
VQS,VQS,Antonio Rivera Rodriguez Airport,,,,,,,,
VRA,VRA,Juan Gualberto Gomez International Airport,,,,,,,,
VRB,,,,,,,,,,
VRC,VRC,Virac Airport,,,,,,,,
VRN,VRN,Verona Villafranca Airport,,,,,,,,
VRY,,,,,,,,,,
VSA,VSA,Carlos Rovirosa Pcrez International Airport,,,,,,,,
VST,,,,,,,,,,
VTE,VTE,Wattay International Airport,,,,,,,,
VTU,,,,,,,,,,
VTZ,VTZ,Vishakhapatnam Airport,,,,,,,,
VUP,VUP,Alfonso Lpez Pumarejo Airport,,,,,,,,
VUS,,,,,,,,,,
VUU,,,,,,,,,,
VVC,VVC,Vanguardia Airport,,,,,,,,
VVI,VVI,Viru Viru International Airport,,,,,,,,
VVO,VVO,Vladivostok International Airport,,,,,,,,
VVZ,VVZ,Illizi Takhamalt Airport,,,,,,,,
VXC,VXC,Lichinga Airport,,,,,,,,
VXE,VXE,So Pedro Airport,,,,,,,,
VXO,VXO,Vxj Smland Airport,,,,,,,,
VYI,,,,,,,,,,
WAA,ILI,Wales Airport,,,,,,,,
WAE,TUI,Wadi Al Dawasir Airport,,,,,,,,
WAG,WAG,Wanganui Airport,,,,,,,,
WAT,WAT,Waterford Airport,,,,,,,,
WAW,WAW,Warsaw Chopin Airport,,,,,,,,
WBB,KDI,Stebbins Airport,,,,,,,,
WBM,RAB,Wapenamanda Airport,,,,,,,,
WBQ,,,,,,,,,,
WDH,WDH,Hosea Kutako International Airport,,,,,,,,
WDS,,,,,,,,,,
WEF,WEF,Weifang Airport,,,,,,,,
WEH,WEH,Weihai Airport,,,,,,,,
WEI,WEI,Weipa Airport,,,,,,,,
WGA,WGA,Wagga Wagga Airport,,,,,,,,
WGP,,,,,,,,,,
WIC,WIC,Wick Airport,,,,,,,,
WIL,NBO,Wilson Airport Kenya,,,,,,,,
WIN,,,,,,,,,,
WJR,,,,,,,,,,
WJU,WJU,Wonju Airport,,,,,,,,
WKJ,,,,,,,,,,
WKK,WKK,Aleknagik - New Airport,,,,,,,,
WLE,,,,,,,,,,
WLG,WLG,Wellington International Airport,,,,,,,,
WLH,WLH,Walaha Airport,,,,,,,,
WLK,SIT,Selawik Airport,,,,,,,,
WLP,,,,,,,,,,
WLS,,,,,,,,,,
WMB,,,,,,,,,,
WMK,WKK,Meyers Chuck Seaplane Base,,,,,,,,
WMN,WMN,Maroantsetra Airport,,,,,,,,
WMO,WRG,White Mountain Airport,,,,,,,,
WMX,WMX,Wamena Airport,,,,,,,,
WNA,,,,,,,,,,
WNH,,,,,,,,,,
WNN,WNN,Wunnumin Lake Airport,,,,,,,,
WNP,WNP,Naga Airport,,,,,,,,
